"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"31MBOZ6PANQK86AOSL6QUSAJFZACL6","3D8T3D6PQEIP7LM8VXAN4GYOXV5OYB","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Sat Sep 28 20:51:12 PDT 2019","80","BatchId:3782869;OriginalHitTemplateId:920937340;","28800","259200","Tue Oct 01 13:18:20 PDT 2019","","","304SM51WA34RPYA1PWDYKEDKLTHSBE","A2JDJFBKD3U830","Approved","Sat Sep 28 20:53:15 PDT 2019","Sat Sep 28 21:02:42 PDT 2019","Tue Oct 01 21:02:42 PDT 2019","Mon Sep 30 11:05:18 PDT 2019","","","567","100% (1/1)","100% (1/1)","100% (1/1)","3130549788"
"31MBOZ6PANQK86AOSL6QUSAJFZACL6","3D8T3D6PQEIP7LM8VXAN4GYOXV5OYB","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Sat Sep 28 20:51:12 PDT 2019","80","BatchId:3782869;OriginalHitTemplateId:920937340;","28800","259200","Tue Oct 01 13:18:20 PDT 2019","","","304SM51WA34RPYA1PWDYKEDKLUKBS2","A2ML0070M8FDK1","Approved","Sun Sep 29 00:27:34 PDT 2019","Sun Sep 29 00:47:18 PDT 2019","Wed Oct 02 00:47:18 PDT 2019","Mon Sep 30 11:05:18 PDT 2019","","","1184","100% (1/1)","100% (1/1)","100% (1/1)","632338407"
"31MBOZ6PANQK86AOSL6QUSAJFZACL6","3D8T3D6PQEIP7LM8VXAN4GYOXV5OYB","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Sat Sep 28 20:51:12 PDT 2019","80","BatchId:3782869;OriginalHitTemplateId:920937340;","28800","259200","Tue Oct 01 13:18:20 PDT 2019","","","304SM51WA34RPYA1PWDYKEDKLV3SB4","A2NEFRREWF33YP","Approved","Sun Sep 29 04:54:27 PDT 2019","Sun Sep 29 06:25:15 PDT 2019","Wed Oct 02 06:25:15 PDT 2019","Mon Sep 30 11:05:18 PDT 2019","","","5448","100% (1/1)","100% (1/1)","100% (1/1)","4524987833"
"31MBOZ6PANQK86AOSL6QUSAJFZACL6","3D8T3D6PQEIP7LM8VXAN4GYOXV5OYB","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Sat Sep 28 20:51:12 PDT 2019","80","BatchId:3782869;OriginalHitTemplateId:920937340;","28800","259200","Tue Oct 01 13:18:20 PDT 2019","","","308Q0PEVB8DJ7RS8M05OP6C7OVCI92","A1TJZFTCYX4ASU","Approved","Sat Sep 28 20:53:15 PDT 2019","Sat Sep 28 21:32:08 PDT 2019","Tue Oct 01 21:32:08 PDT 2019","Mon Sep 30 11:05:18 PDT 2019","","","2333","100% (1/1)","100% (1/1)","100% (1/1)","6179801137"
"31MBOZ6PANQK86AOSL6QUSAJFZACL6","3D8T3D6PQEIP7LM8VXAN4GYOXV5OYB","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Sat Sep 28 20:51:12 PDT 2019","80","BatchId:3782869;OriginalHitTemplateId:920937340;","28800","259200","Tue Oct 01 13:18:20 PDT 2019","","","308XBLVESI4FOJAOA7DTU48OZS9RB2","A12ATVBE1I4567","Approved","Sat Sep 28 21:15:54 PDT 2019","Sat Sep 28 22:23:42 PDT 2019","Tue Oct 01 22:23:42 PDT 2019","Mon Sep 30 11:05:18 PDT 2019","","","4068","100% (1/1)","100% (1/1)","100% (1/1)","7624418842"
"31MBOZ6PANQK86AOSL6QUSAJFZACL6","3D8T3D6PQEIP7LM8VXAN4GYOXV5OYB","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Sat Sep 28 20:51:12 PDT 2019","80","BatchId:3782869;OriginalHitTemplateId:920937340;","28800","259200","Tue Oct 01 13:18:20 PDT 2019","","","31Q0U3WYDPF4T28HZWMYJB4FC5071E","A1B76WYZ47BQJ","Approved","Sun Sep 29 04:54:15 PDT 2019","Sun Sep 29 10:50:29 PDT 2019","Wed Oct 02 10:50:29 PDT 2019","Mon Sep 30 11:05:18 PDT 2019","","","21374","100% (1/1)","100% (1/1)","100% (1/1)","7745555196"
"31MBOZ6PANQK86AOSL6QUSAJFZACL6","3D8T3D6PQEIP7LM8VXAN4GYOXV5OYB","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Sat Sep 28 20:51:12 PDT 2019","80","BatchId:3782869;OriginalHitTemplateId:920937340;","28800","259200","Tue Oct 01 13:18:20 PDT 2019","","","32RIADZISS474ZPSAH3BC07EB10S48","A1EP3XESXAG0EP","Approved","Sun Sep 29 04:54:04 PDT 2019","Sun Sep 29 05:20:27 PDT 2019","Wed Oct 02 05:20:27 PDT 2019","Mon Sep 30 11:05:18 PDT 2019","","","1583","100% (1/1)","100% (1/1)","100% (1/1)","1725404867"
"31MBOZ6PANQK86AOSL6QUSAJFZACL6","3D8T3D6PQEIP7LM8VXAN4GYOXV5OYB","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Sat Sep 28 20:51:12 PDT 2019","80","BatchId:3782869;OriginalHitTemplateId:920937340;","28800","259200","Tue Oct 01 13:18:20 PDT 2019","","","333U7HK6I9FR5SPVGYVQN3AXSVGDJQ","A3BHRFFG75X3GO","Approved","Sat Sep 28 20:53:11 PDT 2019","Sat Sep 28 21:08:24 PDT 2019","Tue Oct 01 21:08:24 PDT 2019","Mon Sep 30 11:05:19 PDT 2019","","","913","100% (1/1)","100% (1/1)","100% (1/1)","2216487582"
"31MBOZ6PANQK86AOSL6QUSAJFZACL6","3D8T3D6PQEIP7LM8VXAN4GYOXV5OYB","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Sat Sep 28 20:51:12 PDT 2019","80","BatchId:3782869;OriginalHitTemplateId:920937340;","28800","259200","Tue Oct 01 13:18:20 PDT 2019","","","33TIN5LC04A5XR7DQIRRBU6VEPQ9Y1","A2AM62BHO8G9MB","Approved","Mon Sep 30 11:05:14 PDT 2019","Mon Sep 30 13:08:31 PDT 2019","Thu Oct 03 13:08:31 PDT 2019","Tue Oct 01 12:18:25 PDT 2019","","","7397","100% (1/1)","100% (1/1)","100% (1/1)","315447016"
"31MBOZ6PANQK86AOSL6QUSAJFZACL6","3D8T3D6PQEIP7LM8VXAN4GYOXV5OYB","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Sat Sep 28 20:51:12 PDT 2019","80","BatchId:3782869;OriginalHitTemplateId:920937340;","28800","259200","Tue Oct 01 13:18:20 PDT 2019","","","340UGXU9DY1MDP0BJIZY0RPF9IIUV2","A2NZ7RMSBXESNI","Approved","Sat Sep 28 20:55:06 PDT 2019","Sat Sep 28 21:00:42 PDT 2019","Tue Oct 01 21:00:42 PDT 2019","Mon Sep 30 11:05:19 PDT 2019","","","336","100% (1/1)","100% (1/1)","100% (1/1)","4101629038"
