"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3SNR5F7RA6H47M7M3CVXQ4G8CHBEIN","3EXOM20K1SXGIHAFYYYUGN4ZUT45PK","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Wed May 13 10:32:55 PDT 2020","88","BatchId:4035851;OriginalHitTemplateId:920937340;","28800","259200","Thu May 21 11:31:04 PDT 2020","","","304SM51WA8SYHHWROZSNIICVV8WBSD","A1P0XSCJ9XAV74","Approved","Wed May 13 10:33:12 PDT 2020","Wed May 13 10:39:38 PDT 2020","Sat May 16 10:39:38 PDT 2020","Sat May 16 10:40:24 PDT 2020","","","386","100% (1/1)","100% (1/1)","0% (0/0)","7426046379"
"3SNR5F7RA6H47M7M3CVXQ4G8CHBEIN","3EXOM20K1SXGIHAFYYYUGN4ZUT45PK","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Wed May 13 10:32:55 PDT 2020","88","BatchId:4035851;OriginalHitTemplateId:920937340;","28800","259200","Thu May 21 11:31:04 PDT 2020","","","30BUDKLTXIJVIIA0MUH5QF8OKL1E5E","A2DJIVG3XD3QDS","Approved","Wed May 13 10:38:23 PDT 2020","Wed May 13 11:29:18 PDT 2020","Sat May 16 11:29:18 PDT 2020","Sat May 16 11:29:26 PDT 2020","","","3055","100% (1/1)","100% (1/1)","0% (0/0)","8930646367"
"3SNR5F7RA6H47M7M3CVXQ4G8CHBEIN","3EXOM20K1SXGIHAFYYYUGN4ZUT45PK","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Wed May 13 10:32:55 PDT 2020","88","BatchId:4035851;OriginalHitTemplateId:920937340;","28800","259200","Thu May 21 11:31:04 PDT 2020","","","30BUDKLTXIJVIIA0MUH5QF8OKMRE56","A2F8W9WHU380VR","Approved","Wed May 13 13:55:26 PDT 2020","Wed May 13 14:14:47 PDT 2020","Sat May 16 14:14:47 PDT 2020","Sat May 16 11:39:47 PDT 2020","","","1161","100% (1/1)","100% (1/1)","0% (0/0)","5022159419"
"3SNR5F7RA6H47M7M3CVXQ4G8CHBEIN","3EXOM20K1SXGIHAFYYYUGN4ZUT45PK","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Wed May 13 10:32:55 PDT 2020","88","BatchId:4035851;OriginalHitTemplateId:920937340;","28800","259200","Thu May 21 11:31:04 PDT 2020","","","30H4UDGLT76XNGKWN7E21TIEKOUMP0","ABX6PXM91BLE3","Rejected","Wed May 13 15:36:25 PDT 2020","Wed May 13 19:04:19 PDT 2020","Sat May 16 19:04:19 PDT 2020","","Sat May 16 11:34:51 PDT 2020","You did not provide four sentences describing the house, per the task instructions: ""Please provide at least four sentences describing the house.""","12474","0% (0/1)","0% (0/1)","0% (0/0)","5548196788"
"3SNR5F7RA6H47M7M3CVXQ4G8CHBEIN","3EXOM20K1SXGIHAFYYYUGN4ZUT45PK","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Wed May 13 10:32:55 PDT 2020","88","BatchId:4035851;OriginalHitTemplateId:920937340;","28800","259200","Thu May 21 11:31:04 PDT 2020","","","3180JW2OT903TYWS0VSWNVLGQU25JY","A1VR1XQEQQXYUE","Approved","Thu May 21 07:59:06 PDT 2020","Thu May 21 08:07:48 PDT 2020","Sun May 24 08:07:48 PDT 2020","Thu May 21 10:31:08 PDT 2020","","","522","100% (1/1)","100% (1/1)","100% (1/1)","6946820514"
"3SNR5F7RA6H47M7M3CVXQ4G8CHBEIN","3EXOM20K1SXGIHAFYYYUGN4ZUT45PK","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Wed May 13 10:32:55 PDT 2020","88","BatchId:4035851;OriginalHitTemplateId:920937340;","28800","259200","Thu May 21 11:31:04 PDT 2020","","","323Q6SJS8N4Z4PURI72KXUWE1WNFHW","A2WJMGV0HKQG3Z","Approved","Wed May 13 18:33:53 PDT 2020","Wed May 13 18:45:52 PDT 2020","Sat May 16 18:45:52 PDT 2020","Sat May 16 11:39:48 PDT 2020","","","719","100% (1/1)","100% (1/1)","0% (0/0)","6703700022"
"3SNR5F7RA6H47M7M3CVXQ4G8CHBEIN","3EXOM20K1SXGIHAFYYYUGN4ZUT45PK","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Wed May 13 10:32:55 PDT 2020","88","BatchId:4035851;OriginalHitTemplateId:920937340;","28800","259200","Thu May 21 11:31:04 PDT 2020","","","326O153BMNMQMVPT10ZOORWGX2ZEDM","A2E0LU8V4EUX5C","Approved","Wed May 13 10:33:13 PDT 2020","Wed May 13 13:41:24 PDT 2020","Sat May 16 13:41:24 PDT 2020","Sat May 16 11:39:48 PDT 2020","","","11291","100% (1/1)","100% (1/1)","0% (0/0)","6033567665"
"3SNR5F7RA6H47M7M3CVXQ4G8CHBEIN","3EXOM20K1SXGIHAFYYYUGN4ZUT45PK","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Wed May 13 10:32:55 PDT 2020","88","BatchId:4035851;OriginalHitTemplateId:920937340;","28800","259200","Thu May 21 11:31:04 PDT 2020","","","32Q90QCQ1X9Y01V3THLBS4R6ISKKES","A3V92Z4UXBEPOM","Approved","Sat May 16 11:34:55 PDT 2020","Sat May 16 11:50:13 PDT 2020","Tue May 19 11:50:13 PDT 2020","Mon May 18 09:19:57 PDT 2020","","","918","100% (1/1)","100% (1/1)","0% (0/0)","8097070581"
"3SNR5F7RA6H47M7M3CVXQ4G8CHBEIN","3EXOM20K1SXGIHAFYYYUGN4ZUT45PK","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Wed May 13 10:32:55 PDT 2020","88","BatchId:4035851;OriginalHitTemplateId:920937340;","28800","259200","Thu May 21 11:31:04 PDT 2020","","","338JKRMM2BN48YDJ7RGSJTLN4GAAHE","A1U900VU304Z62","Rejected","Wed May 13 18:34:24 PDT 2020","Wed May 13 18:50:26 PDT 2020","Sat May 16 18:50:26 PDT 2020","","Sat May 16 11:34:51 PDT 2020","You did not provide four sentences describing the house, per the task instructions: ""Please provide at least four sentences describing the house.""","962","0% (0/1)","0% (0/1)","0% (0/0)","9268686161"
"3SNR5F7RA6H47M7M3CVXQ4G8CHBEIN","3EXOM20K1SXGIHAFYYYUGN4ZUT45PK","How does information change thinking?","Unlike machines, people are good at incorporating new information and adapting their thinking. But how does this process happen? You'll answer a couple of basic questions, read brief prompts (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses.","$2.00","Wed May 13 10:32:55 PDT 2020","88","BatchId:4035851;OriginalHitTemplateId:920937340;","28800","259200","Thu May 21 11:31:04 PDT 2020","","","33JKGHPFYHIXKV8J7S1AX4DJK98NMK","AGWWUXDX6CI38","Approved","Wed May 13 18:33:42 PDT 2020","Wed May 13 18:39:12 PDT 2020","Sat May 16 18:39:12 PDT 2020","Sat May 16 11:39:48 PDT 2020","","","330","100% (1/1)","100% (1/1)","0% (0/0)","3398440578"
