"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.doNotRedirect","Answer.surveycode","Approve","Reject"
"344M16OZKHEKN0WPSSBLTVJ1637NEK","36R4ILE2G93499ITDY6UQ90TUNEFHB","How does information change thinking?","Unlike machines, people are really good at incorporating new information and adapting their thinking. You'll answer a couple of basic questions, read brief write-ups (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses,","$2.00","Wed Dec 20 20:50:47 PST 2017","100","BatchId:3058260;OriginalHitTemplateId:920937340;","28800","259200","Fri Dec 22 20:50:47 PST 2017","","","30JNVC0OR9JKWRXDONG96C76TWMQHY","A13HZKB2NGZP6B","Approved","Wed Dec 20 20:55:30 PST 2017","Wed Dec 20 21:56:45 PST 2017","Sat Dec 23 21:56:45 PST 2017","Fri Dec 22 19:17:20 PST 2017","","","3675","100% (1/1)","0% (0/0)","0% (0/0)","","196402631"
"344M16OZKHEKN0WPSSBLTVJ1637NEK","36R4ILE2G93499ITDY6UQ90TUNEFHB","How does information change thinking?","Unlike machines, people are really good at incorporating new information and adapting their thinking. You'll answer a couple of basic questions, read brief write-ups (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses,","$2.00","Wed Dec 20 20:50:47 PST 2017","100","BatchId:3058260;OriginalHitTemplateId:920937340;","28800","259200","Fri Dec 22 20:50:47 PST 2017","","","3KAKFY4PGU1SLL2VWUMYTGFAJHNI3G","A13JDX06ZXN4KJ","Approved","Wed Dec 20 20:54:36 PST 2017","Wed Dec 20 21:00:05 PST 2017","Sat Dec 23 21:00:05 PST 2017","Fri Dec 22 19:17:27 PST 2017","","","329","100% (1/1)","0% (0/0)","0% (0/0)","","131712369"
"344M16OZKHEKN0WPSSBLTVJ1637NEK","36R4ILE2G93499ITDY6UQ90TUNEFHB","How does information change thinking?","Unlike machines, people are really good at incorporating new information and adapting their thinking. You'll answer a couple of basic questions, read brief write-ups (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses,","$2.00","Wed Dec 20 20:50:47 PST 2017","100","BatchId:3058260;OriginalHitTemplateId:920937340;","28800","259200","Fri Dec 22 20:50:47 PST 2017","","","36TFCYNS44945OYPA1B10K3ZQZ9HXM","A13PXTFOXDCKBF","Approved","Wed Dec 20 20:54:16 PST 2017","Wed Dec 20 21:05:16 PST 2017","Sat Dec 23 21:05:16 PST 2017","Fri Dec 22 19:17:23 PST 2017","","","660","100% (1/1)","0% (0/0)","0% (0/0)","","6710413983"
"344M16OZKHEKN0WPSSBLTVJ1637NEK","36R4ILE2G93499ITDY6UQ90TUNEFHB","How does information change thinking?","Unlike machines, people are really good at incorporating new information and adapting their thinking. You'll answer a couple of basic questions, read brief write-ups (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses,","$2.00","Wed Dec 20 20:50:47 PST 2017","100","BatchId:3058260;OriginalHitTemplateId:920937340;","28800","259200","Fri Dec 22 20:50:47 PST 2017","","","3EFE17QCRC4W97CQGR5E1CM7BK7HSE","A14ADQ7RUN6TDY","Approved","Wed Dec 20 20:53:38 PST 2017","Wed Dec 20 21:05:17 PST 2017","Sat Dec 23 21:05:17 PST 2017","Fri Dec 22 19:17:25 PST 2017","","","699","100% (1/1)","0% (0/0)","0% (0/0)","","3044911436"
"344M16OZKHEKN0WPSSBLTVJ1637NEK","36R4ILE2G93499ITDY6UQ90TUNEFHB","How does information change thinking?","Unlike machines, people are really good at incorporating new information and adapting their thinking. You'll answer a couple of basic questions, read brief write-ups (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses,","$2.00","Wed Dec 20 20:50:47 PST 2017","100","BatchId:3058260;OriginalHitTemplateId:920937340;","28800","259200","Fri Dec 22 20:50:47 PST 2017","","","3F1567XTNW4RHLFUQBSHTV9IAJEQ98","A16JMJHOUC2MGE","Approved","Wed Dec 20 20:54:34 PST 2017","Wed Dec 20 21:06:32 PST 2017","Sat Dec 23 21:06:32 PST 2017","Fri Dec 22 19:17:25 PST 2017","","","718","100% (1/1)","0% (0/0)","0% (0/0)","","3174410178"
"344M16OZKHEKN0WPSSBLTVJ1637NEK","36R4ILE2G93499ITDY6UQ90TUNEFHB","How does information change thinking?","Unlike machines, people are really good at incorporating new information and adapting their thinking. You'll answer a couple of basic questions, read brief write-ups (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses,","$2.00","Wed Dec 20 20:50:47 PST 2017","100","BatchId:3058260;OriginalHitTemplateId:920937340;","28800","259200","Fri Dec 22 20:50:47 PST 2017","","","3OE22WJIGINP1D3XOMN8PRWWN4OUQ3","A18XFOKU5G1OL1","Approved","Wed Dec 20 20:52:54 PST 2017","Wed Dec 20 21:22:44 PST 2017","Sat Dec 23 21:22:44 PST 2017","Fri Dec 22 19:17:28 PST 2017","","","1790","100% (1/1)","0% (0/0)","0% (0/0)","","2568353456"
"344M16OZKHEKN0WPSSBLTVJ1637NEK","36R4ILE2G93499ITDY6UQ90TUNEFHB","How does information change thinking?","Unlike machines, people are really good at incorporating new information and adapting their thinking. You'll answer a couple of basic questions, read brief write-ups (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses,","$2.00","Wed Dec 20 20:50:47 PST 2017","100","BatchId:3058260;OriginalHitTemplateId:920937340;","28800","259200","Fri Dec 22 20:50:47 PST 2017","","","3IHR8NYAM705K38393H1CI8SJVF4P0","A1935KYSE7C33V","Approved","Wed Dec 20 20:55:27 PST 2017","Wed Dec 20 20:58:42 PST 2017","Sat Dec 23 20:58:42 PST 2017","Fri Dec 22 19:17:26 PST 2017","","","195","100% (1/1)","0% (0/0)","0% (0/0)","","9417162598"
"344M16OZKHEKN0WPSSBLTVJ1637NEK","36R4ILE2G93499ITDY6UQ90TUNEFHB","How does information change thinking?","Unlike machines, people are really good at incorporating new information and adapting their thinking. You'll answer a couple of basic questions, read brief write-ups (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses,","$2.00","Wed Dec 20 20:50:47 PST 2017","100","BatchId:3058260;OriginalHitTemplateId:920937340;","28800","259200","Fri Dec 22 20:50:47 PST 2017","","","3NQL1CS15R7YNUJJKME7YZ1H0KEYVZ","A199ECPSCLODO6","Approved","Wed Dec 20 20:59:07 PST 2017","Wed Dec 20 21:03:09 PST 2017","Sat Dec 23 21:03:09 PST 2017","Fri Dec 22 19:17:27 PST 2017","","","242","100% (1/1)","0% (0/0)","0% (0/0)","","8006189418"
"344M16OZKHEKN0WPSSBLTVJ1637NEK","36R4ILE2G93499ITDY6UQ90TUNEFHB","How does information change thinking?","Unlike machines, people are really good at incorporating new information and adapting their thinking. You'll answer a couple of basic questions, read brief write-ups (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses,","$2.00","Wed Dec 20 20:50:47 PST 2017","100","BatchId:3058260;OriginalHitTemplateId:920937340;","28800","259200","Fri Dec 22 20:50:47 PST 2017","","","3W92K5RLWUG0L69Z9K9AN23O5FAV5G","A19KF02ULCISTQ","Approved","Wed Dec 20 20:54:07 PST 2017","Wed Dec 20 21:03:32 PST 2017","Sat Dec 23 21:03:32 PST 2017","Fri Dec 22 19:17:30 PST 2017","","","565","100% (1/1)","0% (0/0)","0% (0/0)","","2048066454"
"344M16OZKHEKN0WPSSBLTVJ1637NEK","36R4ILE2G93499ITDY6UQ90TUNEFHB","How does information change thinking?","Unlike machines, people are really good at incorporating new information and adapting their thinking. You'll answer a couple of basic questions, read brief write-ups (5-6 paragraphs), and then be asked to write short responses.","stories, analogies, short answer responses,","$2.00","Wed Dec 20 20:50:47 PST 2017","100","BatchId:3058260;OriginalHitTemplateId:920937340;","28800","259200","Fri Dec 22 20:50:47 PST 2017","","","3RU7GD8VPOSOMOAEZ4DJALOYXBHSPU","A1BBJJHGM0ADN7","Approved","Wed Dec 20 20:53:35 PST 2017","Wed Dec 20 21:02:04 PST 2017","Sat Dec 23 21:02:04 PST 2017","Fri Dec 22 19:17:29 PST 2017","","","509","100% (1/1)","0% (0/0)","0% (0/0)","","8107292084"
